0.000000000000000000e+00,0.000000000000000000e+00
1.000250062515629012e-03,0.000000000000000000e+00
2.000500125031258025e-03,0.000000000000000000e+00
3.000750187546886820e-03,0.000000000000000000e+00
4.001000250062516049e-03,0.000000000000000000e+00
5.001250312578145278e-03,0.000000000000000000e+00
6.001500375093773640e-03,0.000000000000000000e+00
7.001750437609402869e-03,0.000000000000000000e+00
8.002000500125032098e-03,0.000000000000000000e+00
9.002250562640661327e-03,0.000000000000000000e+00
1.000250062515629056e-02,0.000000000000000000e+00
1.100275068767191979e-02,0.000000000000000000e+00
1.200300075018754728e-02,0.000000000000000000e+00
1.300325081270317651e-02,0.000000000000000000e+00
1.400350087521880574e-02,0.000000000000000000e+00
1.500375093773443497e-02,0.000000000000000000e+00
1.600400100025006420e-02,0.000000000000000000e+00
1.700425106276569343e-02,0.000000000000000000e+00
1.800450112528132265e-02,0.000000000000000000e+00
1.900475118779695188e-02,0.000000000000000000e+00
2.000500125031258111e-02,0.000000000000000000e+00
2.100525131282821034e-02,0.000000000000000000e+00
2.200550137534383957e-02,0.000000000000000000e+00
2.300575143785946880e-02,0.000000000000000000e+00
2.400600150037509456e-02,0.000000000000000000e+00
2.500625156289072379e-02,0.000000000000000000e+00
2.600650162540635302e-02,0.000000000000000000e+00
2.700675168792198225e-02,0.000000000000000000e+00
2.800700175043761148e-02,0.000000000000000000e+00
2.900725181295324070e-02,0.000000000000000000e+00
3.000750187546886993e-02,0.000000000000000000e+00
3.100775193798449916e-02,0.000000000000000000e+00
3.200800200050012839e-02,0.000000000000000000e+00
3.300825206301575415e-02,0.000000000000000000e+00
3.400850212553138685e-02,0.000000000000000000e+00
3.500875218804701261e-02,0.000000000000000000e+00
3.600900225056264531e-02,0.000000000000000000e+00
3.700925231307827107e-02,0.000000000000000000e+00
3.800950237559390377e-02,0.000000000000000000e+00
3.900975243810952953e-02,0.000000000000000000e+00
4.001000250062516223e-02,0.000000000000000000e+00
4.101025256314078798e-02,0.000000000000000000e+00
4.201050262565642068e-02,0.000000000000000000e+00
4.301075268817204644e-02,0.000000000000000000e+00
4.401100275068767914e-02,0.000000000000000000e+00
4.501125281320330490e-02,0.000000000000000000e+00
4.601150287571893760e-02,0.000000000000000000e+00
4.701175293823456336e-02,0.000000000000000000e+00
4.801200300075018912e-02,0.000000000000000000e+00
4.901225306326582182e-02,0.000000000000000000e+00
5.001250312578144758e-02,0.000000000000000000e+00
5.101275318829708028e-02,0.000000000000000000e+00
