0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,8.000000000000000444e-01,-1.566772691821176430e-31,2.320503431150349812e-30,0.000000000000000000e+00,0.000000000000000000e+00,2.542541178426481197e-01,1.042152952903663277e-03
1.000349519711705082e-03,-1.567320442050065100e-34,2.321314484021327007e-33,8.000000000000000444e-01,-6.586520698942864844e-22,2.543429846686162416e-04,1.042517205902475508e-06,0.000000000000000000e+00,2.539975486229967827e-01,1.041108952075515005e-03
2.000699039423410163e-03,-3.134640884100130200e-34,4.642628968042654013e-33,8.000000000000000444e-01,-1.317304139631895559e-21,5.086859693372324832e-04,2.085034411804951017e-06,0.000000000000000000e+00,2.537409794033453903e-01,1.040064951247366950e-03
3.001048559135115028e-03,-4.701961326150195086e-34,6.963943452063980678e-33,8.000000000000000444e-01,-1.975956209369504821e-21,7.630289540058487249e-04,3.127551617707426313e-06,0.000000000000000000e+00,2.534844101836940533e-01,1.039020950419218678e-03
4.001398078846820326e-03,-6.269281768200260400e-34,9.285257936085308027e-33,8.000000000000000444e-01,-2.634608279107114083e-21,1.017371938674464966e-03,4.170068823609902034e-06,0.000000000000000000e+00,2.532278409640427164e-01,1.037976949591070622e-03
5.001747598558525625e-03,-7.836602210250326569e-34,1.160657242010663538e-32,8.000000000000000444e-01,-3.293260348844723345e-21,1.271714923343081425e-03,5.212586029512377754e-06,0.000000000000000000e+00,2.529712717443913794e-01,1.036932948762922350e-03
6.002097118270230056e-03,-9.403922652300390172e-34,1.392788690412796136e-32,8.000000000000000444e-01,-3.951912418582332231e-21,1.526057908011697450e-03,6.255103235414852627e-06,0.000000000000000000e+00,2.527147025247399870e-01,1.035888947934774295e-03
7.002446637981935354e-03,-1.097124309435045549e-33,1.624920138814929007e-32,8.000000000000000444e-01,-4.610564488319941494e-21,1.780400892680313691e-03,7.297620441317328347e-06,0.000000000000000000e+00,2.524581333050886500e-01,1.034844947106626023e-03
8.002796157693640652e-03,-1.253856353640052080e-33,1.857051587217061605e-32,8.000000000000000444e-01,-5.269216558057550756e-21,2.034743877348929933e-03,8.340137647219804067e-06,0.000000000000000000e+00,2.522015640854373131e-01,1.033800946278477751e-03
9.003145677405345951e-03,-1.410588397845058782e-33,2.089183035619194477e-32,8.000000000000000444e-01,-5.927868627795160018e-21,2.289086862017546391e-03,9.382654853122280634e-06,0.000000000000000000e+00,2.519449948657859206e-01,1.032756945450329696e-03
1.000349519711705125e-02,-1.567320442050065314e-33,2.321314484021327075e-32,8.000000000000000444e-01,-6.586520697532769280e-21,2.543429846686162850e-03,1.042517205902475551e-05,0.000000000000000000e+00,2.516884256461345837e-01,1.031712944622181424e-03
1.100384471682875655e-02,-1.724052486255071845e-33,2.553445932423459947e-32,8.000000000000000444e-01,-7.245172767270378543e-21,2.797772831354778875e-03,1.146768926492723207e-05,0.000000000000000000e+00,2.514318564264832467e-01,1.030668943794033369e-03
1.200419423654046011e-02,-1.880784530460078034e-33,2.785577380825592271e-32,8.000000000000000444e-01,-7.903824837007987053e-21,3.052115816023394899e-03,1.251020647082970525e-05,0.000000000000000000e+00,2.511752872068319098e-01,1.029624942965885097e-03
1.300454375625216541e-02,-2.037516574665084566e-33,3.017708829227725143e-32,8.000000000000000444e-01,-8.562476906745595562e-21,3.306458800692011358e-03,1.355272367673218182e-05,0.000000000000000000e+00,2.509187179871805173e-01,1.028580942137737042e-03
1.400489327596387071e-02,-2.194248618870091097e-33,3.249840277629858015e-32,8.000000000000000444e-01,-9.221128976483205577e-21,3.560801785360627383e-03,1.459524088263465669e-05,0.000000000000000000e+00,2.506621487675291804e-01,1.027536941309588770e-03
1.500524279567557601e-02,-2.350980663075097628e-33,3.481971726031990339e-32,8.000000000000000444e-01,-9.879781046220814087e-21,3.815144770029243841e-03,1.563775808853713157e-05,0.000000000000000000e+00,2.504055795478778434e-01,1.026492940481440715e-03
1.600559231538728130e-02,-2.507712707280104160e-33,3.714103174434123211e-32,8.000000000000000444e-01,-1.053843311595842410e-20,4.069487754697859866e-03,1.668027529443960813e-05,0.000000000000000000e+00,2.501490103282264510e-01,1.025448939653292443e-03
1.700594183509898660e-02,-2.664444751485111033e-33,3.946234622836256082e-32,8.000000000000000444e-01,-1.119708518569603261e-20,4.323830739366476758e-03,1.772279250034208470e-05,0.000000000000000000e+00,2.498924411085751141e-01,1.024404938825144171e-03
1.800629135481069190e-02,-2.821176795690117565e-33,4.178366071238388954e-32,8.000000000000000444e-01,-1.185573725543364263e-20,4.578173724035092783e-03,1.876530970624456127e-05,0.000000000000000000e+00,2.496358718889237771e-01,1.023360937996996116e-03
1.900664087452239720e-02,-2.977908839895124096e-33,4.410497519640521826e-32,8.000000000000000444e-01,-1.251438932517125114e-20,4.832516708703708808e-03,1.980782691214703445e-05,0.000000000000000000e+00,2.493793026692724124e-01,1.022316937168847844e-03
2.000699039423410250e-02,-3.134640884100130627e-33,4.642628968042654150e-32,8.000000000000000444e-01,-1.317304139490886115e-20,5.086859693372325700e-03,2.085034411804951102e-05,0.000000000000000000e+00,2.491227334496210477e-01,1.021272936340699789e-03
2.100733991394580780e-02,-3.291372928305136817e-33,4.874760416444787022e-32,8.000000000000000444e-01,-1.383169346464647116e-20,5.341202678040941725e-03,2.189286132395198758e-05,0.000000000000000000e+00,2.488661642299697108e-01,1.020228935512551517e-03
2.200768943365751310e-02,-3.448104972510143690e-33,5.106891864846919894e-32,8.000000000000000444e-01,-1.449034553438407967e-20,5.595545662709557749e-03,2.293537852985446415e-05,0.000000000000000000e+00,2.486095950103183461e-01,1.019184934684403462e-03
2.300803895336921839e-02,-3.604837016715149879e-33,5.339023313249052218e-32,8.000000000000000444e-01,-1.514899760412168818e-20,5.849888647378174641e-03,2.397789573575693733e-05,0.000000000000000000e+00,2.483530257906670091e-01,1.018140933856255190e-03
2.400838847308092022e-02,-3.761569060920156069e-33,5.571154761651184542e-32,8.000000000000000444e-01,-1.580764967385929669e-20,6.104231632046789799e-03,2.502041294165941051e-05,0.000000000000000000e+00,2.480964565710156444e-01,1.017096933028106918e-03
2.500873799279262552e-02,-3.918301105125162942e-33,5.803286210053316867e-32,8.000000000000000444e-01,-1.646630174359690520e-20,6.358574616715405824e-03,2.606293014756188707e-05,0.000000000000000000e+00,2.478398873513643075e-01,1.016052932199958863e-03
2.600908751250433082e-02,-4.075033149330169131e-33,6.035417658455450286e-32,8.000000000000000444e-01,-1.712495381333451371e-20,6.612917601384022716e-03,2.710544735346436364e-05,0.000000000000000000e+00,2.475833181317129428e-01,1.015008931371810591e-03
2.700943703221603612e-02,-4.231765193535176005e-33,6.267549106857582610e-32,8.000000000000000444e-01,-1.778360588307212523e-20,6.867260586052638741e-03,2.814796455936683682e-05,0.000000000000000000e+00,2.473267489120615781e-01,1.013964930543662536e-03
2.800978655192774142e-02,-4.388497237740182194e-33,6.499680555259716029e-32,8.000000000000000444e-01,-1.844225795280973374e-20,7.121603570721254765e-03,2.919048176526931339e-05,0.000000000000000000e+00,2.470701796924102411e-01,1.012920929715514264e-03
2.901013607163944671e-02,-4.545229281945189068e-33,6.731812003661848354e-32,8.000000000000000444e-01,-1.910091002254734225e-20,7.375946555389871657e-03,3.023299897117178996e-05,0.000000000000000000e+00,2.468136104727588764e-01,1.011876928887366208e-03
3.001048559135115201e-02,-4.701961326150195257e-33,6.963943452063980678e-32,8.000000000000000444e-01,-1.975956209228495076e-20,7.630289540058487682e-03,3.127551617707426313e-05,0.000000000000000000e+00,2.465570412531075395e-01,1.010832928059217936e-03
3.101083511106285731e-02,-4.858693370355202130e-33,7.196074900466114097e-32,8.000000000000000444e-01,-2.041821416202256228e-20,7.884632524727104574e-03,3.231803338297673970e-05,0.000000000000000000e+00,2.463004720334561748e-01,1.009788927231069881e-03
3.201118463077456261e-02,-5.015425414560208320e-33,7.428206348868246421e-32,8.000000000000000444e-01,-2.107686623176017079e-20,8.138975509395719732e-03,3.336055058887921627e-05,0.000000000000000000e+00,2.460439028138048101e-01,1.008744926402921609e-03
3.301153415048626444e-02,-5.172157458765214509e-33,7.660337797270378746e-32,8.000000000000000444e-01,-2.173551830149777629e-20,8.393318494064334889e-03,3.440306779478168606e-05,0.000000000000000000e+00,2.457873335941534731e-01,1.007700925574773337e-03
3.401188367019797321e-02,-5.328889502970222067e-33,7.892469245672512165e-32,8.000000000000000444e-01,-2.239417037123538781e-20,8.647661478732953516e-03,3.544558500068416940e-05,0.000000000000000000e+00,2.455307643745021084e-01,1.006656924746625282e-03
